index,Village_Area_Name,Beat Number,No of Crimes in Each Beat,UNITS,ASI,CHC,CPC,Crime Severity Weights of Beat
64960,Hanumanthanagara,15,20,"SP, RAMANAGARA",103,293,589,15.0
64966,Janatha Colony,9,17,"SP, RAMANAGARA",103,293,589,15.0
64972,RMC Yard,14,16,"SP, RAMANAGARA",103,293,589,15.0
64978,Mehadinagara,13,23,"SP, RAMANAGARA",103,293,589,15.0
64984,Kalanagara,11,15,"SP, RAMANAGARA",103,293,589,15.0
64990,Mandi Mohalla,8,20,"SP, RAMANAGARA",103,293,589,11.0
64995,Thulasithotada Beedi,2,13,"SP, RAMANAGARA",103,293,589,15.0
65001,M.M.Road,3,11,"SP, RAMANAGARA",103,293,589,15.0
65007,Tippunagar,10,18,"SP, RAMANAGARA",103,293,589,11.0
65012,Harisandra,10,16,"SP, RAMANAGARA",103,293,589,14.0
65017,Chikkamalur,23,15,"SP, RAMANAGARA",103,293,589,14.0
65022,Mattikere,22,19,"SP, RAMANAGARA",103,293,589,14.0
65027,Lakshmipura,18,17,"SP, RAMANAGARA",103,293,589,11.0
65032,Devatahosahalli,13,30,"SP, RAMANAGARA",103,293,589,15.0
65038,Chikkamaluru,16,33,"SP, RAMANAGARA",103,293,589,15.0
65044,Gollaradoddi,3,23,"SP, RAMANAGARA",103,293,589,14.0
65049,Muniyappanadoddi,6,26,"SP, RAMANAGARA",103,293,589,15.0
65055,Gollaradoddi,7,22,"SP, RAMANAGARA",103,293,589,15.0
65061,kotamaranahalli,5,22,"SP, RAMANAGARA",103,293,589,15.0
65067,Hottiganahosahalli,15,24,"SP, RAMANAGARA",103,293,589,14.0
65072,Mahadeshwaranagra,11,35,"SP, RAMANAGARA",103,293,589,15.0
65078,KSPTS,1,25,"SP, RAMANAGARA",103,293,589,11.0
65083,Chakkere,17,16,"SP, RAMANAGARA",103,293,589,15.0
65089,Appagere,12,25,"SP, RAMANAGARA",103,293,589,15.0
65095,Belakere,19,32,"SP, RAMANAGARA",103,293,589,15.0
65101,Kudluru,14,18,"SP, RAMANAGARA",103,293,589,14.0
65106,Marchanahalli,21,6,"SP, RAMANAGARA",103,293,589,10.0
65109,Sankalagere,20,10,"SP, RAMANAGARA",103,293,589,14.0
65113,Chandragiridoddi,2,30,"SP, RAMANAGARA",103,293,589,15.0
65119,Senabanahalli,8,20,"SP, RAMANAGARA",103,293,589,14.0
65124,Lalaghatta,9,27,"SP, RAMANAGARA",103,293,589,15.0
65130,Tittamartanahalli,4,23,"SP, RAMANAGARA",103,293,589,15.0
65136,Bangalore,Others,1,"SP, RAMANAGARA",103,293,589,5.0
65137,Madduru,other beat,1,"SP, RAMANAGARA",103,293,589,5.0
65138,Mangalavarapete,2,22,"SP, RAMANAGARA",103,293,589,11.0
65143,Karabalamydana,4,22,"SP, RAMANAGARA",103,293,589,15.0
65149,Shettihalli,5,20,"SP, RAMANAGARA",103,293,589,14.0
65154,Kote,3,16,"SP, RAMANAGARA",103,293,589,15.0
65160,Kodandarama Layout,1,14,"SP, RAMANAGARA",103,293,589,15.0
65165,MG Road,14,19,"SP, RAMANAGARA",103,293,589,15.0
65171,K S R T C BUS STAND,17,26,"SP, RAMANAGARA",103,293,589,15.0
65176,Kote,9,22,"SP, RAMANAGARA",103,293,589,15.0
65182,JC Road,15,17,"SP, RAMANAGARA",103,293,589,15.0
65188,Maruthi badavane,10,13,"SP, RAMANAGARA",103,293,589,14.0
65193,Mangalavarapete,8,16,"SP, RAMANAGARA",103,293,589,15.0
65199,Kuvempunagara North,12,11,"SP, RAMANAGARA",103,293,589,15.0
65204,Ganesh Temple street,16,11,"SP, RAMANAGARA",103,293,589,10.0
65208,Karabala mydaana,13,12,"SP, RAMANAGARA",103,293,589,11.0
65213,Maraluhoola,7,7,"SP, RAMANAGARA",103,293,589,10.0
65216,Kuvempu nagara,6,22,"SP, RAMANAGARA",103,293,589,15.0
65222,Indira Cottege,20,19,"SP, RAMANAGARA",103,293,589,15.0
65228,Rajakempegowda Badavane,19,7,"SP, RAMANAGARA",103,293,589,9.0
65232,Annapurneswari badavane,11,5,"SP, RAMANAGARA",103,293,589,8.0
65234,Shettyhalli,18,16,"SP, RAMANAGARA",103,293,589,15.0
65240,Avarthpura,01,1,"SP, RAMANAGARA",103,293,589,3.0
65241,Bemglore,Other Place,2,"SP, RAMANAGARA",103,293,589,8.0
65243,MANGALAVARAPETE,1,2,"SP, RAMANAGARA",103,293,589,3.0
65244,YARUBNAGARA CROSS,2,2,"SP, RAMANAGARA",103,293,589,3.0
65245,MALUR,3,2,"SP, RAMANAGARA",103,293,589,3.0
65246,Badesabaradoddi,2,30,"SP, RAMANAGARA",103,293,589,15.0
65252,Kadujakkasandra,4,39,"SP, RAMANAGARA",103,293,589,15.0
65258,Doddabadagere,9,18,"SP, RAMANAGARA",103,293,589,14.0
65262,Bokipura,3,22,"SP, RAMANAGARA",103,293,589,14.0
65267,Balechannavalase,18,30,"SP, RAMANAGARA",103,293,589,15.0
65273,Hulisiddegowdanadoddi,1,19,"SP, RAMANAGARA",103,293,589,14.0
65278,Bheemegowdanadoddi,22,19,"SP, RAMANAGARA",103,293,589,10.0
65282,Ulyappanahalli,26,17,"SP, RAMANAGARA",103,293,589,15.0
65288,Marigowdanadoddi,8,17,"SP, RAMANAGARA",103,293,589,15.0
65294,Channegowdanadoddi,20,16,"SP, RAMANAGARA",103,293,589,10.0
65298,Attikuppe,17,19,"SP, RAMANAGARA",103,293,589,10.0
65302,T.Maniyambal,25,16,"SP, RAMANAGARA",103,293,589,10.0
65306,Karikaldodi,11,21,"SP, RAMANAGARA",103,293,589,11.0
65311,Sididevarahalli,21,26,"SP, RAMANAGARA",103,293,589,14.0
65316,Kanivemadapura,16,30,"SP, RAMANAGARA",103,293,589,15.0
65322,Katharinatha,27,10,"SP, RAMANAGARA",103,293,589,14.0
65326,Gadaranahalli,14,19,"SP, RAMANAGARA",103,293,589,10.0
65330,Hanumanthanagara,7,21,"SP, RAMANAGARA",103,293,589,14.0
65335,Dyavsandra,12,19,"SP, RAMANAGARA",103,293,589,14.0
65340,Krishnabovidoddi,19,20,"SP, RAMANAGARA",103,293,589,10.0
65344,Cheelur,6,25,"SP, RAMANAGARA",103,293,589,14.0
65349,Golaradoddi,23,16,"SP, RAMANAGARA",103,293,589,11.0
65354,Tattekere,24,19,"SP, RAMANAGARA",103,293,589,15.0
65360,Kadasikoppa,5,19,"SP, RAMANAGARA",103,293,589,15.0
65365,Navilkaldoddi,15,12,"SP, RAMANAGARA",103,293,589,10.0
65369,Rastekaggalahalli,10,15,"SP, RAMANAGARA",103,293,589,14.0
65374,Sonnaredoddi,13,16,"SP, RAMANAGARA",103,293,589,15.0
65379,Bhimasandradoddi,28,14,"SP, RAMANAGARA",103,293,589,14.0
65383,Maddegwodanadoddi,30,8,"SP, RAMANAGARA",103,293,589,10.0
65386,Ukadda Batnala,29,17,"SP, RAMANAGARA",103,293,589,11.0
65390,KHB colony,06,23,"SP, RAMANAGARA",103,293,589,15.0
65396,Vivekanandanagara,20,14,"SP, RAMANAGARA",103,293,589,11.0
65401,Vidyapeeta,13,17,"SP, RAMANAGARA",103,293,589,14.0
65406,Vivekanandanagara,16,15,"SP, RAMANAGARA",103,293,589,14.0
65411,Channamanahalli,12,22,"SP, RAMANAGARA",103,293,589,15.0
65417,Hanumanthnagara,08,13,"SP, RAMANAGARA",103,293,589,15.0
65423,Archakarahalli,11,8,"SP, RAMANAGARA",103,293,589,10.0
65426,Ijoor godde,21,6,"SP, RAMANAGARA",103,293,589,11.0
65430,Rayaradoddi,2,8,"SP, RAMANAGARA",103,293,589,10.0
65433,Adhishaktipura,07,18,"SP, RAMANAGARA",103,293,589,14.0
65438,Manjunathnagara,05,8,"SP, RAMANAGARA",103,293,589,10.0
65441,channenahalli,15,12,"SP, RAMANAGARA",103,293,589,14.0
65446,Rangarayaradoddi,10,12,"SP, RAMANAGARA",103,293,589,10.0
65450,Hanumanthanagara,4,3,"SP, RAMANAGARA",103,293,589,10.0
65453,KSRTC Bus Stand Benaka Bazar Maseedi Road Magadi Road,02,17,"SP, RAMANAGARA",103,293,589,14.0
65458,KSRTC Depo Kanakapura Circle RMC Yard Ankegowdana Bare,17,18,"SP, RAMANAGARA",103,293,589,15.0
65464,Shantilal Layout Balaji Layout,19,9,"SP, RAMANAGARA",103,293,589,10.0
65467,Vidyapeetha,14,11,"SP, RAMANAGARA",103,293,589,15.0
65472,Vivekananda Nagar MH School,18,21,"SP, RAMANAGARA",103,293,589,14.0
65477,Manjunath Nagara Hanumanth Nagara Jalamangaa Road Left Side,09,14,"SP, RAMANAGARA",103,293,589,10.0
65481,Adishaktipura Industrial Area CC Market Ramaghad Hotel,01,12,"SP, RAMANAGARA",103,293,589,17.0
65487,Old Bustand Court Road Minividhanasouda BM Road,03,19,"SP, RAMANAGARA",103,293,589,15.0
65493,Yakub Circle Tippu Circle Water Tank Circle Ijoor Gudde,04,9,"SP, RAMANAGARA",103,293,589,10.0
65497,Lingapura,4,22,"SP, RAMANAGARA",103,293,589,15.0
65503,Kaggalipura,1,42,"SP, RAMANAGARA",103,293,589,15.0
65509,Nallakkanadoddi,7,34,"SP, RAMANAGARA",103,293,589,15.0
65515,Veerasandra,9,29,"SP, RAMANAGARA",103,293,589,14.0
65520,Mukkodlu,8,18,"SP, RAMANAGARA",103,293,589,10.0
65524,H.Gollahalli,15,25,"SP, RAMANAGARA",103,293,589,15.0
65530,Thimmegowdanapalya,5,18,"SP, RAMANAGARA",103,293,589,14.0
65534,Gaviyanapalya,2,24,"SP, RAMANAGARA",103,293,589,14.0
65539,Thagachaguppe,3,28,"SP, RAMANAGARA",103,293,589,14.0
65544,Devegere colony,13,22,"SP, RAMANAGARA",103,293,589,14.0
65549,K.Gollahalli,12,30,"SP, RAMANAGARA",103,293,589,15.0
65555,Naukal Palya,10,16,"SP, RAMANAGARA",103,293,589,14.0
65560,Udipalya,6,27,"SP, RAMANAGARA",103,293,589,15.0
65566,Chinnakurchi,11,15,"SP, RAMANAGARA",103,293,589,14.0
65571,Doddypalya,14,31,"SP, RAMANAGARA",103,293,589,15.0
65577,Kaggalipura,23,37,"SP, RAMANAGARA",103,293,589,15.0
65583,Somanahalli,19,32,"SP, RAMANAGARA",103,293,589,15.0
65589,Gulakamale,18,23,"SP, RAMANAGARA",103,293,589,15.0
65595,Kerechudanahalli,22,15,"SP, RAMANAGARA",103,293,589,11.0
65600,Kanthainpalya,24,9,"SP, RAMANAGARA",103,293,589,10.0
65603,Taralu,16,28,"SP, RAMANAGARA",103,293,589,15.0
65609,Raugudlu,21,27,"SP, RAMANAGARA",103,293,589,15.0
65615,Sadanapalya,20,12,"SP, RAMANAGARA",103,293,589,14.0
65620,Nallakkandoddi,17,19,"SP, RAMANAGARA",103,293,589,15.0
65626,Gollahalli,7,21,"SP, RAMANAGARA",103,293,589,15.0
65632,chakanahalli,5,20,"SP, RAMANAGARA",103,293,589,14.0
65636,Thungani,2,19,"SP, RAMANAGARA",103,293,589,15.0
65642,Jampalegowdanadoddi,1,23,"SP, RAMANAGARA",103,293,589,14.0
65647,Ankacharidoddi,6,11,"SP, RAMANAGARA",103,293,589,11.0
65651,Aratabele,14,12,"SP, RAMANAGARA",103,293,589,10.0
65654,Hosakote,12,22,"SP, RAMANAGARA",103,293,589,15.0
65659,Sankranthitandya,18,24,"SP, RAMANAGARA",103,293,589,15.0
65665,Shivanahalli,9,22,"SP, RAMANAGARA",103,293,589,15.0
65671,Uadarahalli,17,20,"SP, RAMANAGARA",103,293,589,15.0
65677,Basavanadoddi,16,10,"SP, RAMANAGARA",103,293,589,10.0
65681,Kottagalu,15,21,"SP, RAMANAGARA",103,293,589,15.0
65687,Gadasahalli,10,13,"SP, RAMANAGARA",103,293,589,14.0
65691,Anajavadi,20,13,"SP, RAMANAGARA",103,293,589,11.0
65696,Gurikardoddi,11,18,"SP, RAMANAGARA",103,293,589,15.0
65701,Doddamuduwadi,13,25,"SP, RAMANAGARA",103,293,589,11.0
65706,Buduguppe,3,20,"SP, RAMANAGARA",103,293,589,15.0
65712,Hulibele,8,25,"SP, RAMANAGARA",103,293,589,15.0
65718,Hosahalli Doddi,4,22,"SP, RAMANAGARA",103,293,589,11.0
65723,Sankranthithandya,19,12,"SP, RAMANAGARA",103,293,589,11.0
65727,Dimbadahalli,25,13,"SP, RAMANAGARA",103,293,589,10.0
65731,Dombaradoddi,28,23,"SP, RAMANAGARA",103,293,589,11.0
65736,Chikkakalbalu,27,19,"SP, RAMANAGARA",103,293,589,11.0
65741,Udarahalli,22,14,"SP, RAMANAGARA",103,293,589,14.0
65746,Gugaredoddi,26,16,"SP, RAMANAGARA",103,293,589,14.0
65751,Hosahonniganadoddi,21,11,"SP, RAMANAGARA",103,293,589,10.0
65755,H Kothanuru,23,10,"SP, RAMANAGARA",103,293,589,10.0
65759,AK Doddi,24,11,"SP, RAMANAGARA",103,293,589,11.0
65763,Azad Nagara,5,20,"SP, RAMANAGARA",103,293,589,15.0
65769,National highway,1,38,"SP, RAMANAGARA",103,293,589,15.0
65775,Maharaja Katte,16,14,"SP, RAMANAGARA",103,293,589,14.0
65780,Bananthamaramma Badawane,7,18,"SP, RAMANAGARA",103,293,589,11.0
65785,Srirampura,20,18,"SP, RAMANAGARA",103,293,589,15.0
65791,SLN Road South,18,16,"SP, RAMANAGARA",103,293,589,14.0
65796,Melekote Ramanagara Road North Badawane,12,19,"SP, RAMANAGARA",103,293,589,15.0
65801,Pipeline road West,3,22,"SP, RAMANAGARA",103,293,589,15.0
65806,JC Badawane I,17,11,"SP, RAMANAGARA",103,293,589,15.0
65811,Hosabeedi,25,13,"SP, RAMANAGARA",103,293,589,14.0
65815,Raghavendra Colony,21,18,"SP, RAMANAGARA",103,293,589,14.0
65820,Halasinamarada Doddi,24,11,"SP, RAMANAGARA",103,293,589,14.0
65825,Kurupete Down,23,6,"SP, RAMANAGARA",103,293,589,11.0
65829,Ramanagara road north,2,8,"SP, RAMANAGARA",103,293,589,10.0
65832,Megala Beedi,6,17,"SP, RAMANAGARA",103,293,589,15.0
65837,Henchina Factory Badawane,19,11,"SP, RAMANAGARA",103,293,589,15.0
65842,Aziz Nagara,15,16,"SP, RAMANAGARA",103,293,589,15.0
65848,Shikshaka Bhavana Road,4,12,"SP, RAMANAGARA",103,293,589,15.0
65853,Khalak Nagara South,14,10,"SP, RAMANAGARA",103,293,589,10.0
65856,MG Road East,26,14,"SP, RAMANAGARA",103,293,589,15.0
65862,Nirvaneshwara Badawane,11,18,"SP, RAMANAGARA",103,293,589,15.0
65868,Kurupete,22,12,"SP, RAMANAGARA",103,293,589,10.0
65872,Janatha Niveshana Badawane South,8,14,"SP, RAMANAGARA",103,293,589,15.0
65878,Vivekananda Nagara,9,12,"SP, RAMANAGARA",103,293,589,10.0
65881,Malagalu,27,8,"SP, RAMANAGARA",103,293,589,11.0
65885,Neelakanteshwara Badawane,10,18,"SP, RAMANAGARA",103,293,589,14.0
65889,Melekote AK Colony,13,13,"SP, RAMANAGARA",103,293,589,15.0
65894,Near BGS School,5,2,"SP, RAMANAGARA",103,293,589,3.0
65895,Near Budikere Road,6,2,"SP, RAMANAGARA",103,293,589,3.0
65896,Near Huchegowdana doddi,1,2,"SP, RAMANAGARA",103,293,589,3.0
65897,Near Bharath Gas Goden,2,2,"SP, RAMANAGARA",103,293,589,3.0
65898,Near KNS Circle Sangam Road,4,2,"SP, RAMANAGARA",103,293,589,3.0
65899,Near Jamiya Mazid Kanakapura Town,3,2,"SP, RAMANAGARA",103,293,589,3.0
65900,Doddakaballi,03,20,"SP, RAMANAGARA",103,293,589,15.0
65905,Bilidale,05,26,"SP, RAMANAGARA",103,293,589,15.0
65911,Hunasanahalli,04,23,"SP, RAMANAGARA",103,293,589,15.0
65917,Marasandra,07,26,"SP, RAMANAGARA",103,293,589,15.0
65923,Garalapura,01,28,"SP, RAMANAGARA",103,293,589,15.0
65929,Bannahalli,02,23,"SP, RAMANAGARA",103,293,589,14.0
65934,Kempalanatha,06,19,"SP, RAMANAGARA",103,293,589,14.0
65939,Marigowdanadoddi,18,13,"SP, RAMANAGARA",103,293,589,10.0
65943,lakshmigowdanadoddi,12,25,"SP, RAMANAGARA",103,293,589,15.0
65949,Hosadoddi,13,14,"SP, RAMANAGARA",103,293,589,14.0
65954,Balagondanahally,11,29,"SP, RAMANAGARA",103,293,589,15.0
65960,Tagadegowdanadoddi,17,17,"SP, RAMANAGARA",103,293,589,15.0
65966,chikkoppa,14,18,"SP, RAMANAGARA",103,293,589,15.0
65971,DoddaEramgere,10,26,"SP, RAMANAGARA",103,293,589,15.0
65976,AralimradaDoddi,09,22,"SP, RAMANAGARA",103,293,589,14.0
65981,terigedoddi,15,28,"SP, RAMANAGARA",103,293,589,15.0
65987,MG Road,16,15,"SP, RAMANAGARA",103,293,589,11.0
65991,RampuraDoddi,08,11,"SP, RAMANAGARA",103,293,589,11.0
65995,Vajarahalli,7,30,"SP, RAMANAGARA",103,293,589,15.0
66001,Shantapura,beat,243,"SP, RAMANAGARA",103,293,589,192.0
66068,Rastepalya,5,27,"SP, RAMANAGARA",103,293,589,15.0
66074,Virupapura,3,25,"SP, RAMANAGARA",103,293,589,15.0
66080,Kudluru,13,31,"SP, RAMANAGARA",103,293,589,15.0
66086,Chikkaianaplaya,11,22,"SP, RAMANAGARA",103,293,589,14.0
66091,Kuttinegere,1,22,"SP, RAMANAGARA",103,293,589,15.0
66097,Dollenahalli,2,26,"SP, RAMANAGARA",103,293,589,15.0
66103,Bairapur,8,20,"SP, RAMANAGARA",103,293,589,14.0
66108,Surappanahally,6,23,"SP, RAMANAGARA",103,293,589,15.0
66114,Narayanapura,4,19,"SP, RAMANAGARA",103,293,589,15.0
66120,Banavadi,10,20,"SP, RAMANAGARA",103,293,589,15.0
66126,Kallattipalya,9,17,"SP, RAMANAGARA",103,293,589,14.0
66131,koramangala,12,20,"SP, RAMANAGARA",103,293,589,14.0
66136,others,Others,38,"SP, RAMANAGARA",103,293,589,15.0
66142,Kumbalagudu,1,27,"SP, RAMANAGARA",103,293,589,11.0
66147,Ramohalli,4,34,"SP, RAMANAGARA",103,293,589,15.0
66153,Ramohalli,2,29,"SP, RAMANAGARA",103,293,589,15.0
66159,KIADB one Cross,5,5,"SP, RAMANAGARA",103,293,589,10.0
66162,Ramasandra,3,30,"SP, RAMANAGARA",103,293,589,15.0
66168,Vishnavinagara,24,6,"SP, RAMANAGARA",103,293,589,12.0
66171,Hale Byarohalli,08,9,"SP, RAMANAGARA",103,293,589,10.0
66174,Challegatta,12,24,"SP, RAMANAGARA",103,293,589,15.0
66179,Anchepalya,26,11,"SP, RAMANAGARA",103,293,589,11.0
66183,Gerupalaya,28,16,"SP, RAMANAGARA",103,293,589,14.0
66187,Kambipura,25,18,"SP, RAMANAGARA",103,293,589,15.0
66192,Hosa Bayrohalli,07,18,"SP, RAMANAGARA",103,293,589,14.0
66197,Benachakallu,16,18,"SP, RAMANAGARA",103,293,589,14.0
66202,Maligondanahalli,17,25,"SP, RAMANAGARA",103,293,589,15.0
66208,Hunasemaradapalya,11,21,"SP, RAMANAGARA",103,293,589,15.0
66214,Kenchanapura,03,15,"SP, RAMANAGARA",103,293,589,24.0
66222,Kaniminike colony,30,7,"SP, RAMANAGARA",103,293,589,10.0
66225,Kumbalagudu,27,18,"SP, RAMANAGARA",103,293,589,15.0
66230,kaniminike,29,11,"SP, RAMANAGARA",103,293,589,11.0
66235,Vinayakangara,14,35,"SP, RAMANAGARA",103,293,589,29.0
66244,SULIKERE,05,14,"SP, RAMANAGARA",103,293,589,14.0
66249,Babasabarapalya,23,14,"SP, RAMANAGARA",103,293,589,11.0
66253,Gulaganjanahalli,19,13,"SP, RAMANAGARA",103,293,589,11.0
66257,Hospalya,32,5,"SP, RAMANAGARA",103,293,589,10.0
66260,Sulikere Palya,06,10,"SP, RAMANAGARA",103,293,589,10.0
66264,Ramasandra,01,25,"SP, RAMANAGARA",103,293,589,15.0
66269,Kabbalammanapalya,31,5,"SP, RAMANAGARA",103,293,589,10.0
66272,Kommaghatta Basaveswaranagara,02,19,"SP, RAMANAGARA",103,293,589,14.0
66276,Maragondahalli,18,12,"SP, RAMANAGARA",103,293,589,10.0
66279,Pepsigate,33,7,"SP, RAMANAGARA",103,293,589,9.0
66282,Hosakere,15,35,"SP, RAMANAGARA",103,293,589,26.0
66292,K.Krishnasagara,09,13,"SP, RAMANAGARA",103,293,589,11.0
66296,Bettanapalya,10,9,"SP, RAMANAGARA",103,293,589,10.0
66299,Ramohalli Kodipalya,13,20,"SP, RAMANAGARA",103,293,589,14.0
66304,Danayakanahalli,04,6,"SP, RAMANAGARA",103,293,589,11.0
66307,PLANTATION DODDI,7,25,"SP, RAMANAGARA",103,293,589,15.0
66313,KANNASANDRA,1,25,"SP, RAMANAGARA",103,293,589,15.0
66319,GUDDEAVVERAHALLI,11,18,"SP, RAMANAGARA",103,293,589,16.0
66325,THOUTANAHALLI,10,25,"SP, RAMANAGARA",103,293,589,15.0
66331,BEVOORU,2,23,"SP, RAMANAGARA",103,293,589,14.0
66336,H BYADARAHALLI,9,18,"SP, RAMANAGARA",103,293,589,10.0
66340,Mhynahosahalli,4,19,"SP, RAMANAGARA",103,293,589,11.0
66345,Kelagere,3,20,"SP, RAMANAGARA",103,293,589,15.0
66351,DASHAVARA,6,23,"SP, RAMANAGARA",103,293,589,15.0
66357,Kannasandra,8,15,"SP, RAMANAGARA",103,293,589,11.0
66362,MUDAGERE,12,20,"SP, RAMANAGARA",103,293,589,20.0
66369,Harur,5,19,"SP, RAMANAGARA",103,293,589,11.0
66374,Kannamangala,07,8,"SP, RAMANAGARA",103,293,589,12.0
66377,Makali,08,1,"SP, RAMANAGARA",103,293,589,2.0
66378,Others,Others,2,"SP, RAMANAGARA",103,293,589,8.0
66380,Munkunda,16,1,"SP, RAMANAGARA",103,293,589,2.0
66381,Gattipura,5,20,"SP, RAMANAGARA",103,293,589,15.0
66386,Bychapura,14,26,"SP, RAMANAGARA",103,293,589,15.0
66391,Byranahalli,9,19,"SP, RAMANAGARA",103,293,589,10.0
66395,Udevagare,3,18,"SP, RAMANAGARA",103,293,589,11.0
66400,Kalludevanahalli,4,20,"SP, RAMANAGARA",103,293,589,11.0
66405,Someshwara Caloni,13,27,"SP, RAMANAGARA",103,293,589,15.0
66411,Pujaripalya,7,21,"SP, RAMANAGARA",103,293,589,15.0
66417,Kalya,2,25,"SP, RAMANAGARA",103,293,589,15.0
66423,Savanadurga,6,22,"SP, RAMANAGARA",103,293,589,15.0
66429,Tyagadarepalya,11,21,"SP, RAMANAGARA",103,293,589,14.0
66433,HONNAPURA,1,25,"SP, RAMANAGARA",103,293,589,15.0
66439,Matthikere,10,22,"SP, RAMANAGARA",103,293,589,11.0
66443,Megaladuddi,12,18,"SP, RAMANAGARA",103,293,589,14.0
66447,Koramangala,8,19,"SP, RAMANAGARA",103,293,589,14.0
66452,Someshwara Caloni,29,28,"SP, RAMANAGARA",103,293,589,15.0
66458,Byranahalli,22,14,"SP, RAMANAGARA",103,293,589,10.0
66462,Sadamaranahalli,20,15,"SP, RAMANAGARA",103,293,589,15.0
66467,Kere Beedi,30,30,"SP, RAMANAGARA",103,293,589,15.0
66473,Heligehalli,23,21,"SP, RAMANAGARA",103,293,589,15.0
66479,NES Badavane,32,27,"SP, RAMANAGARA",103,293,589,11.0
66484,Homballamanapete,31,19,"SP, RAMANAGARA",103,293,589,15.0
66490,Chittanahalli,24,11,"SP, RAMANAGARA",103,293,589,10.0
66494,Pojaripalya,18,14,"SP, RAMANAGARA",103,293,589,10.0
66498,Gerahalli,25,16,"SP, RAMANAGARA",103,293,589,14.0
66503,Managallu,15,18,"SP, RAMANAGARA",103,293,589,15.0
66508,Maregowdanaduddi,27,17,"SP, RAMANAGARA",103,293,589,11.0
66513,Mallenahalli,19,15,"SP, RAMANAGARA",103,293,589,14.0
66518,Aralekatteduddi,21,16,"SP, RAMANAGARA",103,293,589,14.0
66523,Pura,17,19,"SP, RAMANAGARA",103,293,589,15.0
66529,Mathanadoddi,26,10,"SP, RAMANAGARA",103,293,589,14.0
66533,K V Tyandya,28,12,"SP, RAMANAGARA",103,293,589,10.0
66537,Parangichikkanapalya,16,26,"SP, RAMANAGARA",103,293,589,15.0
66543,Magadi PS Limits,2,4,"SP, RAMANAGARA",103,293,589,9.0
66546,Ramanagara Town PS Limits,1,8,"SP, RAMANAGARA",103,293,589,14.0
66551,Kanakapura Town PS Limits,3,5,"SP, RAMANAGARA",103,293,589,14.0
66556,Channapatna Town PS Limits,4,4,"SP, RAMANAGARA",103,293,589,9.0
66560,Manchattahalli,11,24,"SP, RAMANAGARA",103,293,589,15.0
66566,Jogidoddi,26,22,"SP, RAMANAGARA",103,293,589,15.0
66572,Jayapura,14,25,"SP, RAMANAGARA",103,293,589,15.0
66578,Bannikuppe,12,22,"SP, RAMANAGARA",103,293,589,15.0
66584,Bajdarahalli katte,25,32,"SP, RAMANAGARA",103,293,589,15.0
66590,Katmandoddi,24,21,"SP, RAMANAGARA",103,293,589,15.0
66596,Kolamaranakuppe,27,21,"SP, RAMANAGARA",103,293,589,15.0
66602,hunasanahalli,2,30,"SP, RAMANAGARA",103,293,589,15.0
66608,Nagohalli,5,23,"SP, RAMANAGARA",103,293,589,15.0
66614,Kutagal,30,24,"SP, RAMANAGARA",103,293,589,11.0
66619,Chowdeswarihalli,15,21,"SP, RAMANAGARA",103,293,589,14.0
66624,Madapura,1,33,"SP, RAMANAGARA",103,293,589,15.0
66630,Kumbaradoddi,23,20,"SP, RAMANAGARA",103,293,589,15.0
66636,Thimmegowdanadoddi,21,19,"SP, RAMANAGARA",103,293,589,11.0
66641,Kanchidodddi,20,23,"SP, RAMANAGARA",103,293,589,15.0
66647,Hucchammanadoddi,3,23,"SP, RAMANAGARA",103,293,589,15.0
66653,Biligumba,29,17,"SP, RAMANAGARA",103,293,589,15.0
66659,Ankanahalli,17,24,"SP, RAMANAGARA",103,293,589,14.0
66664,Gangarajanahalli,16,20,"SP, RAMANAGARA",103,293,589,15.0
66670,Pujaridoddi,6,23,"SP, RAMANAGARA",103,293,589,15.0
66676,Keremegaladoddi,10,16,"SP, RAMANAGARA",103,293,589,14.0
66681,Janapadaloka,13,17,"SP, RAMANAGARA",103,293,589,15.0
66687,Bangalore,22,14,"SP, RAMANAGARA",103,293,589,14.0
66692,Avverahalli SRS hill,9,23,"SP, RAMANAGARA",103,293,589,15.0
66698,KP Doddi,8,18,"SP, RAMANAGARA",103,293,589,15.0
66704,Nijayappanadoddi,19,20,"SP, RAMANAGARA",103,293,589,14.0
66709,Chikkasulikere,28,14,"SP, RAMANAGARA",103,293,589,11.0
66713,Achchalu,7,19,"SP, RAMANAGARA",103,293,589,10.0
66717,Hebbagodi,4,22,"SP, RAMANAGARA",103,293,589,11.0
66722,Ankanahalli,18,16,"SP, RAMANAGARA",103,293,589,15.0
66728,YARAB NAGARA,27,14,"SP, RAMANAGARA",103,293,589,11.0
66732,Truf Line,23,16,"SP, RAMANAGARA",103,293,589,14.0
66737,VINAYAKA NAGARA,7,20,"SP, RAMANAGARA",103,293,589,15.0
66743,TIPPUNAGARA,25,13,"SP, RAMANAGARA",103,293,589,11.0
66747,VIJANAGARA,8,24,"SP, RAMANAGARA",103,293,589,15.0
66753,Agrahara,14,18,"SP, RAMANAGARA",103,293,589,14.0
66758,Masid Mohalla,17,14,"SP, RAMANAGARA",103,293,589,11.0
66762,Extantion Mohalla,28,12,"SP, RAMANAGARA",103,293,589,14.0
66767,Balageri,21,17,"SP, RAMANAGARA",103,293,589,15.0
66773,Arale pete,16,15,"SP, RAMANAGARA",103,293,589,15.0
